REF NO,DISTRICT,UPAZILA,ORGANIZATION_NAME,EIIN
5830,CUMILLA,CHAUDDAGRAM,UNKOT HIGH SCHOOL,105452
5831,CUMILLA,CHAUDDAGRAM,BUDHARA HIGH SCHOOL,105453
5832,CUMILLA,CHAUDDAGRAM,RAMPUR HIGH SCHOOL,105454
5833,CUMILLA,CHAUDDAGRAM,LAKSHMIPUR HIGH SCHOOL,105455
5834,CUMILLA,CHAUDDAGRAM,H. SHIRAJUL ISLAM B. GIRLS D MADRASHA,105459
5835,CUMILLA,CHAUDDAGRAM,KASHINAGAR I. J. MADRASHA,105472
5836,CUMILLA,CHAUDDAGRAM,M.H.ABDULLAH AL  GOFILY GIRLS DAKHIL MADRASHA,105473
5837,CUMILLA,CHAUDDAGRAM,IDGAH SHAFIQIA ISLAMIA D MADRASHA,105474
5838,CUMILLA,CHAUDDAGRAM,KHIRANSHAL I S F MADRASHA,105480
5839,CUMILLA,CHAUDDAGRAM,CHEORA ASGARIA SENIOR MADRASHA,105481
5840,CUMILLA,CHAUDDAGRAM,B. C. M. ISLAMIA SENIOR MADRASHA,105485
5841,CUMILLA,CHAUDDAGRAM,JUGIRKANDI H.K.D. MADRASHA,105488
5842,CUMILLA,CHAUDDAGRAM,MUNSHIR HAT ISLAMIA ALIM MADRASHA,105491
5843,CUMILLA,CHAUDDAGRAM,GASBARIA GAWSIA TAIABIA ALIM MADRASHA,105494
5844,CUMILLA,CHAUDDAGRAM,BASANTAPUR ISLAMIA DAKHIL BALIKA MADRASA,131642
5845,CUMILLA,Cumilla Sadar Dakshin,KALI BAZAR SECONDARY SCHOOL,105699
5846,CUMILLA,Cumilla Sadar Dakshin,SHALBAN HIGH SCHOOL,105700
5847,CUMILLA,Cumilla Sadar Dakshin,OLIR BAZAR ADARSHA HIGH SCHOOL,105703
5848,CUMILLA,Cumilla Sadar Dakshin,NAZRUL ACADEMY,105715
5849,CUMILLA,Cumilla Sadar Dakshin,BAMISHA HAZI A.A. HIGH SCHOOL,105718
5850,CUMILLA,Cumilla Sadar Dakshin,LALBAG ROWSHAN ASHRAF HIGH SCHOOL,105721
5851,CUMILLA,Cumilla Sadar Dakshin,LOL-BARIA HIGH SCHOOL,105723
5852,CUMILLA,Cumilla Sadar Dakshin,GOAL GAON M.A. HIGH SCHOOL,105724
5853,CUMILLA,Cumilla Sadar Dakshin,BATABARIA GIRLS HIGH SCHOOL,105728
5854,CUMILLA,Cumilla Sadar Dakshin,KAMOLPUR ISLAMIA D. MADRASHA,105731
5855,CUMILLA,Cumilla Sadar Dakshin,CHOWARA SENIOR FAZIL MADRASHA,105734
5856,CUMILLA,Cumilla Sadar Dakshin,LALBAG D. S. ALIM MADRASHA,105736
5857,CUMILLA,Cumilla Sadar Dakshin,HARATDLY D. S. I. DAKHIL MADRASHA,105737
5858,CUMILLA,Cumilla Sadar Dakshin,KANESHTALA ISLAMIA DAKHIL MADRASHA,105740
5859,CUMILLA,Cumilla Sadar Dakshin,SUAGONJ T.A. HIGH SCHOOL  AND COLLEGE,105750
5860,CUMILLA,Cumilla Sadar Dakshin,RAZAR KHALA HIGH SCHOOL,131316
5861,CUMILLA,Cumilla Sadar Dakshin,BORDER GUARD PUBLIC SCHOOL,134912
5862,CUMILLA,DAUDKANDI,ELLIOTGONJ R.B.HIGH SCHOOL,105531
5863,CUMILLA,DAUDKANDI,BAHER CHAR FAZILUL HOQUE HIGH SCHOOL,105972
5864,CUMILLA,DEBIDWAR,CHHOTNA MODEL HIGH SCHOOL,105585
5865,CUMILLA,DEBIDWAR,MOHANPUR HIGH SCHOOL,105586
5866,CUMILLA,DEBIDWAR,BURIRPAR HIGH SCHOOL,105591
5867,CUMILLA,DEBIDWAR,GANGAMANDAL RAJ INSTITUTION,105598
5868,CUMILLA,DEBIDWAR,FULTALI HIGH SCHOOL,105605
5869,CUMILLA,DEBIDWAR,BAKASHER HIGH SCHOOL,105607
5870,CUMILLA,DEBIDWAR,MOHAMMADPUR A.R. HIGH SCHOOL,105613
5871,CUMILLA,DEBIDWAR,SURJAPUR HIGH SCHOOL,105617
5872,CUMILLA,DEBIDWAR,MORICHA KANDA ADARSHA HIGH SCHOOL,105618
5873,CUMILLA,DEBIDWAR,KHAIRABAD ADARSHA HIGH SCHOOL,105625
5874,CUMILLA,DEBIDWAR,FATEHABAD TECHNICAL JUNIOR SECONDARY SCHOOL,105628
5875,CUMILLA,DEBIDWAR,BIHARMONDAL GIRLS HIGH  SCHOOL,105629
5876,CUMILLA,DEBIDWAR,RAJAMEHAR FAZIL MADRASHA,105636
5877,CUMILLA,DEBIDWAR,CHARBAKAR D. S. I. ALIM MAD.,105639
5878,CUMILLA,DEBIDWAR,BALLAVPUR ISLAMIA DAKHIL MADRASHA,105643
5879,CUMILLA,DEBIDWAR,NABIABAD ISLAMIA DAKHIL MADRASHA,105645
5880,CUMILLA,DEBIDWAR,SHAHARPAR G. A. DAKHIL MADRASHA,105646
5881,CUMILLA,DEBIDWAR,BATORA DAKHIL MADRASHA,105654
5882,CUMILLA,DEBIDWAR,KATAKSHAR ISLAMIA DAKHIL MADRASHA,105658
5883,CUMILLA,DEBIDWAR,DUARIA A.G.MODEL ACADEMY,105668
5884,CUMILLA,DEBIDWAR,JALAL UDDIN AHAMED FOUNDATION SCHOOL AND COLLEGE,138309
5885,CUMILLA,HOMNA,NURUI ISLAM HIGH SCHOOL,105679
5886,CUMILLA,HOMNA,DAULATPUR  HIGH SCHOOL,105682
5887,CUMILLA,HOMNA,NILOKHI HIGH SCHOOL,105684
5888,CUMILLA,HOMNA,AMIRUL ISLAM  GIRLS HIGH SCHOOL,105685
5889,CUMILLA,HOMNA,HOMNA ISLAMIA JUNIOR MADRASAH,105686
5890,CUMILLA,HOMNA,ANANTAPUR D K H MAJADUL I D  MADRASAH,105692
5891,CUMILLA,LALMAI,KANOK SREE HIGH SCHOOL,105840
5892,CUMILLA,LALMAI,MATAINKOT  HIGH SCHOOL,105852
5893,CUMILLA,LALMAI,SHAKERA R.A. HIGH SCHOOL,105863
5894,CUMILLA,LALMAI,JAMUA HIGH SCHOOL,105874
5895,CUMILLA,LALMAI,PARATI HIGH SCHOOL,105879
5896,CUMILLA,LALMAI,PREMNOL HIGH SCHOOL,105881
5897,CUMILLA,LALMAI,ASKAMTA MOHAMMADIA MAHILA D. MADRASHA,105908
5898,CUMILLA,LALMAI,JAMIRA MOHILA DAKHIL MADRASA,105916
5899,CUMILLA,LALMAI,PARTI SENIOR MADRASHA,105927
5900,CUMILLA,LALMAI,LATIFAIANAMIA MOHILA D MADRASHA,105951
5901,CUMILLA,MEGHNA,SONAR CHAR HIGH SCHOOL,105973
5902,CUMILLA,MEGHNA,BRAMONCHAR NAOGAON DAKHIL MADRASHA,105975
5903,CUMILLA,MEGHNA,MUZAFFAR ALI HIGH SCHOOL AndCOLLEGE,105977
5904,CUMILLA,MEGHNA,SHEKHER GAON ABDUL WADUD MUNSI  HIGH SCHOOL,131233
5905,CUMILLA,MEGHNA,MEGHNA UPAZILA IDEAL HIGH SCHOOL,136756
5906,CUMILLA,MURADNAGAR,G.B.D AMIR HAMZA HIGH SCHOOL,105982
5907,CUMILLA,MURADNAGAR,BABUTI PARA HIGH GIRLS  SCHOOL,105983
5908,CUMILLA,MURADNAGAR,KURAKHAL HIGH SCHOOL,105984
5909,CUMILLA,MURADNAGAR,CHANDANAIL MADHAMIK BIDDALAY,105990
5910,CUMILLA,MURADNAGAR,SREEKAIL K.K.M. HIGH SCHOOL,106003
5911,CUMILLA,MURADNAGAR,JATRAPUR A.K HIGH SCHOOL,106008
5912,CUMILLA,MURADNAGAR,AZIFA KHATUN HIGH SCHOOL,106011
5913,CUMILLA,MURADNAGAR,BISHNUPUR HIGH SCHOOL,106012
5914,CUMILLA,MURADNAGAR,NAZAM UDDIN BHUIYAN GIRLS H/S,106016
5915,CUMILLA,MURADNAGAR,JANGAL BADSHA MIA IDEAL GIRLS H/S,106020
5916,CUMILLA,MURADNAGAR,HANIF SARKER HIGH SCHOOL TANKI,106022
5917,CUMILLA,MURADNAGAR,KAZIATAL RAHIM RAHMAN MOLLA H/S,106025
5918,CUMILLA,MURADNAGAR,GHORASHAL HAZI MUKSAD A G F MADRASHA,106040
5919,CUMILLA,MURADNAGAR,KAZIATAL ISLAMIA D. MADRASHA,106041
5920,CUMILLA,MURADNAGAR,LAZAIR ISLAMIA DAKHIL MADRASHA,106046
5921,CUMILLA,MURADNAGAR,GUNJOR ISLAMIA DAKHIL MADRASHA,106054
5922,CUMILLA,MURADNAGAR,RAMCHANDRAPUR S MOLLA D U D/ MADRASHA,106057
5923,CUMILLA,MURADNAGAR,CHAINPUR DAKHIL MDARASHA,106058
5924,CUMILLA,MURADNAGAR,GULSHUNE CHISTIA DAKHIL MADRASAH,134661
5925,CUMILLA,NANGALKOT,SONDAIL HIGH SCHOOL,106073
5926,CUMILLA,NANGALKOT,DOULKHAR HIGH SCHOOL,106081
5927,CUMILLA,NANGALKOT,MoYURA HIGH SCHOOL,106082
5928,CUMILLA,NANGALKOT,BAKSHA GONJ HIGH SCHOOL,106089
5929,CUMILLA,NANGALKOT,DHALUA BOHU MUKHI HIGH SCHOOL.,106091
5930,CUMILLA,NANGALKOT,MONTOLI HIGH SCHOOL AND COLLEGE,106092
5931,CUMILLA,NANGALKOT,DAYEMCHATI HIGH SCHOOL,106093
5932,CUMILLA,NANGALKOT,MOKRABPUR HIGH SCHOOL,106094
5933,CUMILLA,NANGALKOT,JODDA BAZAR PUBLIC HIGH SCHOOL,106100
5934,CUMILLA,NANGALKOT,CHATITALA HIGH SCHOOL,106106
5935,CUMILLA,NANGALKOT,KANDAL IDEAL GIRLS HIGH SCHOOL,106112
5936,CUMILLA,NANGALKOT,NANGOLKOT A U SENIOR MADRASHA,106121
5937,CUMILLA,NANGALKOT,PERIA MADRASATUL BANAT,106124
5938,CUMILLA,NANGALKOT,PURBA BAMPARA MADANIA D. MADRASHA,106135
5939,CUMILLA,NANGALKOT,MADHABPUR S D S DAKHIL MADRASHA,106158
5940,CUMILLA,TITAS,NARANDIA KALIMIAH HIGH SCHOOL,105528
5941,CUMILLA,TITAS,BATAKANDI SARKAR SHAHEB ALI ABUL HOSSAIN MEMORIAL HIGH SCHOOL,105532
5942,CUMILLA,TITAS,JONAB ALI HIGH SCHOOL,105537
5943,CUMILLA,TITAS,MACHHIMPUR R. R. INSTITUTION,105543
5944,CUMILLA,TITAS,MOHANPUR DAKHIL MADRASHA,105574
5945,DHAKA,DEMRA,SALAHUDDIN AHMED ADARSHA UCHA BIDHALAYA,107863
5946,DHAKA,DEMRA,KAZLARPAR HIGH SCHOOL,107864
5947,DHAKA,DEMRA,DOGAIR MODEL HIGH SCHOOL,107870
5948,DHAKA,DEMRA,DOGAIR RUSTAM ALI HIGH SCHOOL,107871
5949,DHAKA,DEMRA,MA MEMORIAL MODEL ACADEMY,107892
5950,DHAKA,DEMRA,SUNNA TENGRA SALEHIA DAKHIL MADRASHA,107897
5951,DHAKA,DEMRA,AMULIA MENDIPUR ISLAMIA SR. MAD,107900
5952,DHAKA,DEMRA,ADARSHA HIGH SCHOOL,108296
5953,DHAKA,DEMRA,BASHABO GIRLS HIGH SCHOOL,130892
5954,DHAKA,DEMRA,HAZI MONIR HOSSAIN HIGH SCHOOL,134016
5955,DHAKA,DHAMRAI,ROWILE HIGH SCHOOL,107921
5956,DHAKA,DHAMRAI,HARA LAL HIGH SCHOOL,107922
5957,DHAKA,DHAMRAI,Suapur Nannar School AndCollege,107924
5958,DHAKA,DHAMRAI,WADUDUR RAHMAN HIGH SCOOL,107928
5959,DHAKA,DHAMRAI,HAMIDA AFAZ GIRLS HIGH SCHOOL,107940
5960,DHAKA,DHAMRAI,ALHAJ JAMAL UDDIN ADARSHA HIGH SCHOOL,107941
5961,DHAKA,DHAMRAI,RAJAPUR KOHELA BAHRAM MOLLICK HIGH SCHOOL,107958
5962,DHAKA,DHANMONDI,LAKE CIRCUS GIRLS HIGH SCHOOL,107966
5963,DHAKA,DOHAR,IKRASHI ADARSHA HIGH SCHOOL,107999
5964,DHAKA,DOHAR,MODHURKHOLA HIGH SCHOOL,108002
5965,DHAKA,DOHAR,KATAKHALI MISER KHAN HIGH SCHOOL,134993
5966,DHAKA,GULSHAN,BANANI BIDYANIKETAN SCHOOL AndCOLLEGE,108016
5967,DHAKA,GULSHAN,BOTTOMLEY HOME GIRLS HIGH SCHOOL,108515
5968,DHAKA,GULSHAN,BG PRESS HIGH SCHOOL,108525
5969,DHAKA,GULSHAN,TEJGAON MODEL HIGH SCHOOL,108529
5970,DHAKA,KOTWALI,NAZIR BAZAR GIRLS HIGH SCHOOL,108123
5971,DHAKA,KOTWALI,ROKANPUR GIRLS HIGH SCHOOL,108496
5972,DHAKA,MIRPUR,HALIM FOUNDATION MODEL HIGH SCHOOL,108044
5973,DHAKA,MIRPUR,KALLYANPUR GIRLS SCHOOL AndCOLLEGE,108218
5974,DHAKA,MIRPUR,MIRPUR GIRLS IDEAL LABRATORY INSTITUTE,108221
5975,DHAKA,MIRPUR,SUKRABAD HIGH SCHOOL,108226
5976,DHAKA,MIRPUR,NAZNEEN HIGH SCHOOL,108523
5977,DHAKA,MOHAMMADPUR,LALMATIA GIRLS HIGH SCHOOL,108227
5978,DHAKA,MOTIJHEEL,ABED HALIMA ISLAMIA DAKHIL MADRASA,107898
5979,DHAKA,MOTIJHEEL,SHANTIPUR HIGH SCHOOL,108058
5980,DHAKA,MOTIJHEEL,N H M U FAZIL MADRASHA,108064
5981,DHAKA,MOTIJHEEL,MODEL HIGH SCHOOL KHILGAON,108374
5982,DHAKA,MOTIJHEEL,ALI AHMED  SCHOOL AND COLLEGE,108375
5983,DHAKA,MOTIJHEEL,M I DAKHIL MADRASHA,108383
5984,DHAKA,MOTIJHEEL,MESBAHUL ULLUM S. KALIM MADRASA,108584
5985,DHAKA,NAWABGANJ,TASULLA JUNIOR HIGH SCHOOL,108284
5986,DHAKA,NAWABGANJ,DUDGHATA BALUKHANDA HIGH SCHOOL,108288
5987,DHAKA,NAWABGANJ,BAKSHA NAGAR HIGH SCHOOL,108300
5988,DHAKA,NAWABGANJ,NAYAKANDA  HAMID  ALI  HIGH  SCHOOL,108302
5989,DHAKA,NAWABGANJ,PATILJHAP HIGH SCHOOL,108310
5990,DHAKA,NAWABGANJ,SINGHORA  HIGH SCHOOL,108312
5991,DHAKA,NAWABGANJ,KAILAIL HANAFIA DAKHIL MADRASA,108314
5992,DHAKA,NAWABGANJ,NAWABAGON PILOT UCHCHA MADYAMIC BALIKA BIDYALAYA,108320
5993,DHAKA,NAWABGANJ,MUNSHINAGAR HIGH SCHOOL,130698
5994,DHAKA,PALLABI,MIRPUR SHAHID SMIRITI HIGH SCHOOL,108172
5995,DHAKA,PALLABI,JANNAT ACADEMY HIGH SCHOOL,108179
5996,DHAKA,PALLABI,MIRPUR UDAYAN SCHOOL,108180
5997,DHAKA,PALLABI,M. D. C. MODEL INSTITUTE,108191
5998,DHAKA,PALLABI,ALHAZ ABBAS UDDIN HIGH SCHOOL,108197
5999,DHAKA,PALLABI,KALSHI ISLAMIA HIGH SCHOOL,108324
6000,DHAKA,PALLABI,BANGABANDHU BIDYANIKETAN,108325
6001,DHAKA,PALLABI,RASHID ADARSHA HIGH SCHOOL,108326
6002,DHAKA,PALLABI,NAHAR ACADEM HIGH SCHOOL,108327
6003,DHAKA,PALLABI,RUPNAGAR ADARSHO HIGH SCHOOL,108331
6004,DHAKA,PALLABI,DR MOHAMMAD SHAHIDULLAH ADARSHA UCHCHA MADYMIC BIDYAPITH,108337
6005,DHAKA,RAMNA,SIDDHESWARI GIRLS HIGH SCHOOL,108342
6006,DHAKA,RAMNA,Gazi Samsun Nesa Girls High School,108343
6007,DHAKA,RAMNA,ESKATON GARDEN HIGH SCHOOL,108346
6008,DHAKA,RAMNA,BEGUM RAHIMA ADARSHA BALIKA UCHCHA BIDYALAYA,108348
6009,DHAKA,RAMNA,NAYATOLA A U N KAMIL MADRASAH,108350
6010,DHAKA,RAMNA,SILVER DALE PREPARATORY AndGIRLS HIGH SCHOOL,108491
6011,DHAKA,RAMNA,WARI ABED HIGH SCHOOL,108493
6012,DHAKA,RAMNA,DAKKHIN MUHSENDI GIRLS HIGH SCHOOL,108495
6013,DHAKA,SABUJBAG,NURE MOHAMMADIA(SM) HAFIZIA ALIM MADRASHA,108380
6014,DHAKA,SABUJBAG,MADRASHA E MOHAMMADIA ALIM MAD.,108381
6015,DHAKA,SABUJBAG,BASABO DARUL ULUM SAYDEA DAKHIL MADRASA,108382
6016,DHAKA,SHYAMPUR,BAKCHAR ADARSHA HIGH SCHOOL,107872
6017,DHAKA,SHYAMPUR,HAJEE SHARIAT ULLAH ADARSHSA HIGH SCHOOL,107891
6018,DHAKA,SHYAMPUR,DOLAIRPAR HIGH SCHOOL,108468
6019,DHAKA,SHYAMPUR,SHYAMPUR BOHUMUKHI HIGH SCHOOL AND COLLEGE,108473
6020,DHAKA,SHYAMPUR,PURBA JURAIN ADARSHA HIGH SCHOOL,108474
6021,DHAKA,SHYAMPUR,MURADPUR SAMIRAN NESSA HIGH SCHOOL,108475
6022,DHAKA,SHYAMPUR,NATUN JURAIN K.M. MAINUDDIN HIGH SCHOOL,108476
6023,DHAKA,SHYAMPUR,DHAKA MOHAMMEDIA DAKHIL MAD.,108479
6024,DHAKA,SHYAMPUR,A. K.  HIGH SCHOOL AND COLLEGE,108481
6025,DHAKA,SHYAMPUR,MONIZA RAHMAN GIRLS SCHOOL AndCOLLEGE,108498
6026,DHAKA,SHYAMPUR,DARUL ULUM AHSANIA SR. MADRASHA,108505
6027,DHAKA,TEJGAON,HAZIMORON ALI ISLAMIA SR. F. MAD,108530
6028,DHAKA,UTTARA,KAMAR PARA SCHOOL AND COLLEGE,108193
6029,DHAKA,UTTARA,BAUNIA ABDUL JALIL HIGH SCHOOL,108196
6030,DHAKA,UTTARA,UTTARA HIGH SCHOOL AND COLLEGE,108538
6031,DHAKA,UTTARA,UTTARKHAN COLLEGIATE SCHOOL,108546
6032,DHAKA,UTTARA,MALEKA  BANU  ADARSHA  BIDYANIKETAN,108547
6033,DHAKA,UTTARA,UTTAR KHAN CHANPARA MOHILA DAKHIL MADRASHA,108554
6034,DHAKA,UTTARA,NAYANAGAR NECARIA I. D. MADRASA,108561
6035,DINAJPUR,BIRAMPUR,DEBIPUR HIGH SCHOOL,119964
6036,DINAJPUR,BIRAMPUR,BIZUL MODEL HIGH SCHOOL,119969
6037,DINAJPUR,BIRAMPUR,KETRA HIGH SCHOOL,119971
6038,DINAJPUR,BIRAMPUR,PALIKHAN PUR HIGH SCHOOL,119972
6039,DINAJPUR,BIRAMPUR,HARIHARPUR HIGH SCHOOL,119977
6040,DINAJPUR,BIRAMPUR,CHALKHARIDAS PUR HIGH SCHOOL,119984
6041,DINAJPUR,BIRAMPUR,HABIBPUR BAITUL U S D MADRASHA,119994
6042,DINAJPUR,BIRAMPUR,CHATURPUR D S DAKHIL MADRASHA,119998
6043,DINAJPUR,BIRAMPUR,KHANPUR KARAMOTIA DAKHIL MAD,119999
6044,DINAJPUR,BIRAMPUR,KATLA ISLAMIA DAKHIL MADRASHA,120000
6045,DINAJPUR,BIRAMPUR,PUINANDA ALIMIA DAKHIL MADRASHA,120001
6046,DINAJPUR,BIRAMPUR,DAKHIN SHAHARAJPUR DAKHIL MAD,120002
6047,DINAJPUR,BIRAMPUR,KANIKATHAL DARUS SUNNA D. MAD,120005
6048,DINAJPUR,BIRAMPUR,DAUDPUR DARUL ULUM DAKHIL MAD,120006
6049,DINAJPUR,BIRAMPUR,CHARUUITA P K DAKHIL MADRASHA,120008
6050,DINAJPUR,BIRAMPUR,BIRAMPUR SHALBAGAN GIRLS DAKHIL MADRASHA,120013
6051,DINAJPUR,BIRAMPUR,KOCHGRAM HIGH SCHOOL,120072
6052,DINAJPUR,BIROL,BIRAL ADARSHA HIGH SCHOOL,120133
6053,DINAJPUR,BIROL,KANAI BARI HIGH SCHOOL,120134
6054,DINAJPUR,BIROL,UTTAR BISNUPUR HIGH SCHOOL,120135
6055,DINAJPUR,BIROL,BEJORA SCHOOL AND  COLLEGE,120136
6056,DINAJPUR,BIROL,MOHANA MANGALPUR HIGH SCHOOL,120137
6057,DINAJPUR,BIROL,MUNSHI PARA HIGH SCHOOL,120138
6058,DINAJPUR,BIROL,DHUKUR JHARI B.L HIGH SCHOOL,120139
6059,DINAJPUR,BIROL,ROGHUPUR HIGH SCHOOL,120141
6060,DINAJPUR,BIROL,FARAKKABAD N.I SCHOOL AndCOLLEGE,120142
6061,DINAJPUR,BIROL,BETURA B.L. HIGH SCHOOL,120143
6062,DINAJPUR,BIROL,DHARMOPUR U.C. HIGH SCHOOL,120144
6063,DINAJPUR,BIROL,SARANGAI POLASHBARI HIGH SCHOOL,120150
6064,DINAJPUR,BIROL,AL-HAZ KOSIM UDDIN AHAMMED  HIGH SCHOOL,120154
6065,DINAJPUR,BIROL,BAHABAL DIGHI HIGH SCHOOL,120155
6066,DINAJPUR,BIROL,RAJURIA HIGH SCHOOL,120156
6067,DINAJPUR,BIROL,DHARAPATIA GIRLS HIGH SCHOOL,120160
6068,DINAJPUR,BIROL,CHOKERHAT HIGH SCHOOL,120161
6069,DINAJPUR,BIROL,DAKSHIN MADHAB PUR HIGH SCHOOL,120162
6070,DINAJPUR,BIROL,MIRJAPUR  HIGH SCHOOL,120167
6071,DINAJPUR,BIROL,TEGHRA HIGH SCHOOL,120177
6072,DINAJPUR,BIROL,PAKURA HIGH SCHOOL,120179
6073,DINAJPUR,BIROL,BUNIDPUR SENIOR MADRASHA,120180
6074,DINAJPUR,BIROL,SINGUL DARUL H D MADRASHA,120182
6075,DINAJPUR,BIROL,MANGALPUR SENIOR ALIM MADRASAH,120187
6076,DINAJPUR,BIROL,PASCHIM SHANKOERPUR N H D. MAD,120194
6077,DINAJPUR,FULBARI,RAJARAMPUR S.U.HIGH SCHOOL,120401
6078,DINAJPUR,FULBARI,DAULATPUR UNION HIGH SCHOOL,120406
6079,DINAJPUR,FULBARI,KHAYER BARI HIGH SCHOOL,120408
6080,DINAJPUR,FULBARI,KHAYER BARI M.M.GIRLS HIGH SCHOOL,120410
6081,DINAJPUR,FULBARI,NANDIGRAM HIGH SCHOOL,120412
6082,DINAJPUR,FULBARI,MIRPUR HIGH SCHOOL,120416
6083,DINAJPUR,FULBARI,CHAND PARA HIGH SCHOOL,120417
6084,DINAJPUR,FULBARI,JOYNAGAR HIGH SCHOOL,120423
6085,DINAJPUR,FULBARI,C.M NEKATAN HIGH SCHOOL,120428
6086,DINAJPUR,FULBARI,PHULBARI MODEL HIGH SCHOOL,120430
6087,DINAJPUR,FULBARI,KHAJAPUR EKRAMIA SR. MADRASHA,120436
6088,DINAJPUR,FULBARI,KAZIHAL DAHASATIA SR. MADRASHA,120438
6089,DINAJPUR,FULBARI,AMDUGI HAT IMAM UDDI CHW D. MAD,120445
6090,DINAJPUR,FULBARI,SHAHPUR MOSTAFABIA DAKHIL MAD,120446
6091,DINAJPUR,FULBARI,UTTARLAKSHMIPUR HIGH SCHOOL AND COLLEGE,120456
6092,DINAJPUR,GHORAGHAT,RANIGANJ JUNIOR GIRLS SCHOOL,120476
6093,DINAJPUR,GHORAGHAT,PALSHA A K C DAKHIL MADRASHA,120484
6094,DINAJPUR,GHORAGHAT,DAMDOARPUR SHOULA DAKHIL MAD,120490
6095,DINAJPUR,HAKIMPUR,BANGLA HILI PILOT SCHOOL AndCOLLEGE,120504
6096,DINAJPUR,HAKIMPUR,PAUSH GARA HIGH SCHOOL,120505
6097,DINAJPUR,HAKIMPUR,MONSHAPUR BILATERAL HIGH SCHOOL,120507
6098,DINAJPUR,HAKIMPUR,KHATTAUSNA HIGH SCHOOL,120509
6099,DINAJPUR,HAKIMPUR,BASHMURI B.L HIGH SCHOOL,120514
6100,DINAJPUR,HAKIMPUR,BISHAPARA IDEAL HIGH SCHOOL,120517
6101,DINAJPUR,HAKIMPUR,NAWPARA  GIRLS HIGH SCHOOL,120521
6102,DINAJPUR,HAKIMPUR,HABIBPUR SIDDIKIA SR. MADRASHA,120525
6103,DINAJPUR,HAKIMPUR,PAUSHGARA SENIOR MADRASHA,120527
6104,DINAJPUR,HAKIMPUR,DAKKHIN JAMALPUR D. MADRASHA,120528
6105,DINAJPUR,HAKIMPUR,NANDIPUR D S DAKHIL MADRASHA,120531
6106,DINAJPUR,KHANSAMA,NAL BARI HIGH SCHOOL,120624
6107,DINAJPUR,KHANSAMA,MAGURMARI HIGH SCHOOL,120625
6108,DINAJPUR,KHANSAMA,AKBAR ALI SHAH HIGH SCHOOL,120627
6109,DINAJPUR,KHANSAMA,GOALDIHI GIRLS HIGH SCHOOL,120628
6110,DINAJPUR,KHANSAMA,JOBEDA BEGUM HIGH SCHOOL,120633
6111,DINAJPUR,KHANSAMA,TANGUA HIGH SCHOOL,120649
6112,DINAJPUR,KHANSAMA,TEBARIA IDGH ALIM MADRASHA,120674
6113,DINAJPUR,KHANSAMA,MADAR DARGHA SHELTUSHA SR MAD,120676
6114,DINAJPUR,KHANSAMA,PAKER HAT ISLAMI ALIM MADRASHA,120677
6115,DINAJPUR,KHANSAMA,BHABKI BABAR ALI SHAH DAK MAD,120684
6116,DINAJPUR,PARBATIPUR,BALIKA BIDDAYAPITH HIGH SCHOOL,120951
6117,DINAJPUR,PARBATIPUR,PARBATIPUR PILOT GIRLS HIGH SCHOOL,120955
6118,DINAJPUR,PARBATIPUR,MANMATHA PUR CO-OPERATIVE HIGH SCHOOL,120959
6119,DINAJPUR,PARBATIPUR,BASUPARA HIGH SCHOOL,120969
6120,DINAJPUR,PARBATIPUR,MITALI HIGH SCHOOL,120982
6121,DINAJPUR,PARBATIPUR,ADHYAPAK  AFZAL  SOBHAN  HIGH  SCHOOL,120984
6122,DINAJPUR,PARBATIPUR,MATTRE VIDDAYATANA HIGH SCHOOL,121001
6123,DINAJPUR,PARBATIPUR,SUADURDANGA DAKHIL MADRASHA,121019
6124,DINAJPUR,PARBATIPUR,CHAKJAMINI K N M U M D MADRASHA,121022
6125,DINAJPUR,PARBATIPUR,MAITRY SECONDARY SCHOOL,133679
6126,FENI,CHHAGALNAIYA,AGRANI HIGH SCHOOL,106453
6127,FENI,CHHAGALNAIYA,JOYPUR SOROJINI HIGH SCHOOL,106462
6128,FENI,CHHAGALNAIYA,KARIAYA M.L. HIGH SCHOOL,106463
6129,FENI,CHHAGALNAIYA,HARIPUR  ALI  AKBAR  HIGH  SCHOOL,106465
6130,FENI,CHHAGALNAIYA,NIZKUNJARA HIGH SCHOOL,106466
6131,FENI,FENI SADAR,SONAPUR HIGH SCHOOL,106557
6132,FENI,FENI SADAR,IZZATPUR MULTILATERAL HIGH SCHOOL,106560
6133,FENI,FENI SADAR,LASKAR HAT S C LAHA INSTITUTION,106569
6134,FENI,FENI SADAR,MAHBUBUL HAQUE HIGH SCHOOL,106572
6135,FENI,FENI SADAR,CHANUA FAZIL PUR HIGH SCHOOL,106573
6136,FENI,FENI SADAR,SHEIKH MUJIBAL HOQUE HIGH SCHOOL,106575
6137,FENI,FENI SADAR,SHAHEEN ACADEMY SCHOOL AndCOLLEGE FENI,106578
6138,FENI,FENI SADAR,FAZILPUR  HIGH SCHOOL,106581
6139,FENI,FENI SADAR,S.M.S.U MAMTAJ BIRUTTAM HIGH SCHOOL,106586
6140,FENI,FENI SADAR,RAMPUR GIRLS HIGH SCHOOL,106589
6141,FENI,FENI SADAR,KALIDAHA S C HIGH SCHOOL,106590
6142,FENI,FENI SADAR,GOBINDAPUR HIGH SCHOOL,106597
6143,FENI,FENI SADAR,DHARMAPUR AMIN UDDIN HIGH SHCOOL,106605
