id,eiin,strengthening_reading_habits_scheme_available,trained_organizer_available,books_registered,materials_received,book_shelf_available,chairs_and_tables_for_reading,book_supply_register_available,sixth_grade_members_count,seventh_grade_members_count,eighth_grade_members_count,ninth_grade_members_count,tenth_grade_members_count,honorarium_provided,visited_by_assistant_managers,member_register,book_issued,sixth_grade_books_issued_count,sixth_grade_books_received,seventh_grade_books_issued_count,seventh_grade_books_received,eighth_grade_books_issued_count,eighth_grade_books_received,ninth_grade_books_issued_count,ninth_grade_books_received,tenth_grade_books_issued_count,tenth_grade_books_received,manual_distributed,distribution_info_sent,visited,visited_by_monitoring_officer,visited_by_scheme_officer,visited_by_maushi,visited_by_others,books_received_on,sixth_grade_books_provided,seventh_grade_books_provided,eighth_grade_books_provided,ninth_grade_books_provided,tenth_grade_books_provided
17175,132814,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17176,113131,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17177,101213,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17178,121294,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17179,120531,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17180,103872,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17181,127030,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17182,101362,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17183,108806,true,true,true,true,true,true,true,25,30,25,15,15,true,true,true,true,80,80,100,100,81,81,42,42,44,44,true,true,true,,true,,,01-02-2024,36,38,34,36,32
17184,129470,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17185,101138,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17186,116334,true,false,true,true,true,true,true,48,51,47,48,42,true,false,true,true,48,48,51,50,47,46,48,48,42,42,true,true,false,,,,,13-12-2023,54,55,51,54,48
17187,103098,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17188,109486,true,true,true,true,true,true,true,31,32,29,10,12,false,true,true,true,234,234,206,206,212,212,40,40,34,34,true,true,true,true,,true,,04-12-2023,54,57,51,51,48
17189,125384,true,true,true,true,true,true,true,42,40,45,33,38,false,false,true,true,142,140,159,158,110,110,154,154,88,88,true,true,true,true,false,false,false,27-12-2023,54,54,51,51,45
17190,123006,true,true,true,true,true,false,true,22,20,20,20,20,false,false,false,false,,,,,,,,,,,true,true,false,,,,,08-06-2015,25,22,25,25,20
17191,119990,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17192,129642,true,true,true,true,true,true,true,50,50,51,50,46,false,true,true,true,145,140,162,158,118,115,105,100,95,95,true,true,true,true,,,,04-12-2023,54,54,51,51,45
17193,114745,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17194,609162302,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17195,116191,true,true,true,true,true,false,true,30,25,22,32,23,true,true,true,true,24,4,20,5,15,3,26,5,19,6,true,true,true,true,false,false,false,01-01-2016,50,25,22,32,23
17196,115176,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17197,123537,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17198,101329,true,true,true,true,true,false,true,40,40,30,40,30,false,false,true,true,50,48,55,55,53,51,58,57,40,38,true,false,false,,,,,31-12-2023,18,19,16,18,17
17199,136633,true,false,true,true,false,false,true,70,75,65,30,30,false,true,true,true,70,40,75,30,65,20,30,0,30,0,true,true,true,true,,,,01-01-2024,70,75,65,30,30
17200,121908,true,true,true,true,true,true,true,33,33,28,34,30,false,false,true,true,38,26,31,28,24,20,30,28,29,23,true,true,false,false,false,false,false,21-01-2024,37,36,34,34,30
17201,205158025,true,true,true,true,true,true,true,20,30,30,35,37,false,false,true,true,20,15,25,20,25,22,30,25,30,25,true,true,false,,,,,10-05-2023,60,60,60,60,60
17202,119511,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17203,109715,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17204,125828,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17205,130016,true,true,true,true,true,true,true,19,11,32,21,30,false,false,false,true,20,20,25,25,29,29,32,32,42,33,true,false,false,false,false,false,false,20-05-2023,60,70,55,42,50
17206,201553041,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17207,120350,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17208,109108,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17209,106976,true,true,true,true,true,true,true,19,18,19,18,15,false,true,true,true,16,2,18,1,17,4,17,17,16,15,true,true,false,,,,,01-03-2024,18,18,17,17,15
17210,131164,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17211,106727,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17212,127281,true,true,true,true,true,true,true,18,20,18,18,16,false,true,true,true,18,18,20,20,18,18,18,18,16,16,true,true,true,true,,,,15-01-2024,18,20,18,18,16
17213,129228,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17214,129154,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17215,107002,true,true,true,true,true,true,true,20,30,30,35,37,false,false,true,true,20,15,25,20,25,22,30,25,30,25,true,true,false,,,,,10-05-2023,60,60,60,60,60
17216,130892,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17217,134392,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17218,558503003,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17219,405039100,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17220,201207018,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17221,125840,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17222,125517,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17223,131038,true,true,true,true,true,false,true,40,40,40,40,30,false,false,true,false,50,48,45,43,35,35,25,25,20,20,true,false,false,,true,false,,16-01-2024,54,57,51,51,48
17224,110019,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17225,100302,true,true,true,true,true,true,true,100,90,80,70,80,true,true,true,true,100,100,100,100,100,100,100,100,100,100,true,true,true,true,true,true,true,18-08-2021,100,100,100,100,100
17226,111461,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17227,105364,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17228,108918,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17229,105059,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17230,102901,true,true,true,true,true,true,true,45,45,30,20,10,true,true,true,true,40,25,40,25,30,15,30,15,10,6,true,true,true,true,,,,12-04-2015,60,72,42,57,14
17231,100361,true,true,true,true,false,true,true,18,18,17,18,14,false,true,true,true,15,10,10,8,10,7,15,12,13,9,true,true,true,,true,,,07-07-2023,18,17,16,18,14
17232,121814,true,false,true,true,true,true,true,20,20,20,20,16,true,false,true,true,20,20,20,20,20,20,20,20,16,16,true,true,false,,,,,26-12-2023,20,20,20,20,16
17233,101460,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17234,453936056,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17235,137285,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17236,3a2f9ce9-7104-4f75-9b35-3a095ec4c9db,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17237,137053,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17238,117906,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17239,302614133,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17240,108890,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17241,119760,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17242,305974017,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17243,557364033,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17244,104281,true,true,true,true,false,false,true,14,10,26,17,17,false,true,true,true,14,14,10,10,26,26,17,17,17,17,true,true,true,true,,,,01-02-2018,20,20,20,20,16
17245,139009,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17246,302662013,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17247,139328,true,false,true,true,true,true,true,60,49,53,57,47,false,true,true,true,100,90,90,90,86,80,100,96,88,88,true,false,true,true,false,false,false,13-12-2023,72,72,68,68,60
17248,125757,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17249,103376,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17250,137494,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17251,100829,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17252,121175,true,true,true,true,true,true,true,20,20,20,20,16,false,false,true,true,15,15,17,17,14,14,16,16,14,14,true,true,false,,,,,16-01-2024,18,19,17,18,16
17253,127174,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17254,101480,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17255,131962,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17256,125278,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17257,138959,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17258,102038,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17259,100628,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17260,104743,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17261,133667,true,true,true,true,true,true,true,40,40,40,40,10,false,true,true,true,45,40,46,41,48,40,42,41,15,10,true,true,true,true,,,,26-12-2023,54,57,51,54,48
17262,105273,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17263,114072,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17264,113155,true,true,true,true,true,true,true,24,29,30,32,26,false,true,true,true,147,147,182,182,188,187,206,204,121,120,true,true,true,true,,,,16-03-2023,18,19,17,19,16
17265,126585,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17266,119470,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17267,120040,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17268,127403,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17269,112837,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17270,104328,true,true,true,true,true,true,true,40,50,60,50,50,false,false,true,true,165,165,197,197,258,258,155,150,150,140,true,false,false,false,false,false,false,31-12-2023,60,60,54,57,48
17271,110061,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17272,118655,true,true,true,true,true,true,true,35,35,35,30,20,false,false,true,true,136,136,125,125,116,116,95,95,25,25,true,true,false,,,,,24-12-2023,36,38,34,36,32
17273,4635b339-af1d-4738-89a8-0cddacff082c,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17274,129588,false,true,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17275,136029,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17276,139917,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17277,116468,true,true,true,true,true,true,true,40,38,34,25,14,false,false,true,true,40,40,38,38,34,34,25,25,14,14,true,false,true,true,,,,18-05-2023,72,76,68,72,64
17278,103225,true,true,true,true,true,true,true,20,20,20,20,20,false,false,true,true,15,15,15,15,15,15,15,15,15,15,true,false,false,,,,,15-01-2024,17,17,17,16,16
17279,123904,true,true,true,true,true,true,true,35,35,30,20,20,true,true,true,true,32,32,33,33,25,25,15,15,18,18,true,true,true,true,,,,15-01-2023,50,52,42,41,40
17280,135705,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17281,115375,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17282,554979006,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17283,103253,true,true,true,true,true,true,true,40,48,48,48,38,true,true,true,true,54,48,54,41,51,45,51,42,48,37,true,true,true,true,,,,04-12-2023,54,54,51,51,48
17284,121593,true,true,true,true,true,false,true,36,38,34,36,32,true,true,true,true,36,30,34,28,34,25,36,28,32,25,true,true,true,true,,,,01-03-2024,36,38,34,36,32
17285,123544,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17286,120924,true,true,true,true,true,false,true,18,18,10,17,14,false,false,true,true,18,15,19,14,17,13,18,16,16,12,true,true,false,true,false,false,false,22-01-2024,18,19,17,18,16
17287,110165,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17288,100015,true,true,true,true,false,false,true,35,35,30,30,30,false,false,true,true,35,35,35,35,30,30,30,30,30,30,true,true,false,true,,,,28-11-2023,35,35,35,32,30
17289,113868,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17290,131213,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17291,110883,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17292,102514,true,true,true,true,true,true,true,30,39,52,44,29,false,true,true,true,24,24,23,23,26,26,24,24,25,25,true,true,true,,true,,,01-06-2023,20,20,18,19,16
17293,119857,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17294,119335,true,true,true,true,true,true,true,80,87,122,87,50,false,false,true,false,,,,,,,,,,,true,false,false,,,,,01-11-2024,100,100,100,150,150
17295,109092,true,true,true,true,true,true,true,28,26,28,26,22,false,false,true,true,28,28,26,26,28,28,26,26,22,22,true,false,false,,,,,31-12-2023,36,36,34,34,30
17296,127805,true,true,false,true,true,false,true,18,18,17,17,15,false,true,true,true,15,10,18,15,14,12,17,15,15,13,true,true,true,,,true,,30-05-2023,18,18,17,17,15
17297,121554,true,true,true,true,true,false,true,70,65,65,70,60,true,true,true,true,70,50,65,48,65,45,70,40,60,40,true,true,true,true,,,,18-01-2024,80,80,72,72,65
17298,128883,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17299,121484,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17300,559486007,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17301,457238002,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17302,114397,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17303,405039004,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17304,609127025,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17305,101922,true,true,true,true,false,false,true,30,35,30,,,true,true,true,true,25,25,25,25,25,25,25,25,20,20,true,true,true,false,true,false,false,31-01-2014,35,35,35,,
17306,302634022,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17307,405071015,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17308,113042,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17309,109702,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17310,900133,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17311,124071,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17312,128737,true,true,true,true,true,false,true,18,18,17,18,14,true,true,true,true,15,10,17,15,18,14,31,31,10,8,true,true,true,true,,,,05-06-2023,22,28,29,25,16
17313,453936128,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17314,127620,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17315,457263011,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17316,100463,true,false,true,true,true,false,true,20,20,20,20,16,false,true,true,true,20,15,20,18,20,20,20,15,16,14,true,true,false,,,,,22-05-2023,20,20,20,20,16
17317,104429,true,true,true,true,true,true,true,29,17,28,24,12,false,true,true,true,29,29,27,17,28,28,24,24,12,12,true,true,true,true,,,,05-02-2012,80,68,75,68,42
17318,305682074,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17319,121995,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17320,107749,true,true,true,true,true,true,true,56,56,76,77,57,false,true,true,false,,0,56,0,76,0,77,0,57,0,true,true,true,false,false,false,true,31-12-2023,18,19,17,17,16
17321,453936164,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17322,457283144,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17323,609162245,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17324,101928,true,true,true,true,false,false,true,40,35,35,30,25,true,false,true,true,20,20,25,21,20,20,24,22,25,25,true,true,false,false,false,false,false,31-12-2022,25,25,25,25,25
17325,125668,true,true,true,true,true,true,true,140,111,66,22,15,false,true,true,true,100,100,90,90,60,60,15,15,10,10,true,true,false,,,,,10-12-2023,90,95,85,90,80
17326,110632,false,false,true,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,04-01-2024,,,,,
17327,101964,true,true,true,true,false,false,true,33,31,36,34,28,true,true,true,true,30,28,25,25,30,30,25,25,30,25,true,true,true,false,true,false,false,30-12-2023,50,50,50,50,50
17328,100491,true,true,true,true,true,true,true,40,45,57,45,34,false,true,true,true,10,8,12,12,15,13,10,8,5,5,true,true,true,true,false,false,false,30-12-2023,54,54,51,51,48
17329,115419,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17330,101918,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17331,129164,true,true,true,true,true,true,true,7,8,9,10,5,false,false,true,true,15,15,18,18,20,20,20,19,17,15,false,false,false,,,,,23-01-2024,15,18,20,20,17
17332,201972030,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17333,110364,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17334,102921,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17335,130703,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17336,128857,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17337,124539,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17338,120976,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17339,108075,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17340,123289,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17341,126957,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17342,457204031,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17343,121383,true,true,true,true,true,false,true,30,30,35,32,25,true,true,true,true,18,15,19,13,17,10,15,12,10,10,true,true,true,true,,,,21-01-2024,18,19,17,18,16
17344,102735,true,true,true,true,true,true,true,20,20,20,18,16,true,true,true,true,400,400,400,400,440,440,510,510,0,0,false,false,false,,,,,04-12-2023,18,19,17,18,16
17345,201528097,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17346,122474,true,true,true,true,true,true,true,25,30,26,30,30,false,true,true,true,25,10,30,15,26,12,30,10,30,5,true,true,true,true,,,,06-03-2024,25,30,26,30,30
17347,139119,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17348,136269,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17349,111344,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17350,111774,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17351,123528,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17352,121541,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17353,201553036,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17354,302622037,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17355,137462,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17356,113254,true,true,true,true,true,true,true,21,29,37,38,41,true,true,true,true,22,20,27,23,29,26,32,30,33,32,true,true,true,false,true,false,false,01-01-2024,32,27,33,37,38
17357,137416,true,true,true,false,true,true,true,52,38,53,,,false,false,true,true,40,40,35,35,50,50,0,0,0,0,false,true,true,true,,,,01-01-2024,35,30,22,,
17358,121116,true,false,true,false,true,true,true,17,18,15,14,15,false,false,false,true,15,14,18,16,18,16,19,18,14,13,false,false,false,,,,,09-01-2023,18,17,19,14,16
17359,121234,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17360,115990,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17361,103517,true,true,true,true,true,true,true,36,30,28,21,17,false,true,true,true,36,36,30,30,28,28,21,21,17,17,true,true,true,true,,,,20-05-2023,54,57,51,51,48
17362,121287,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17363,104739,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17364,118445,true,true,true,true,true,true,true,50,55,50,45,45,false,true,true,true,50,50,50,50,50,50,35,35,30,30,true,true,true,true,,,,13-12-2023,18,19,17,18,16
17365,609023025,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17366,103330,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17367,121457,true,true,true,true,true,true,true,25,27,15,25,15,true,true,true,true,5,3,7,8,5,2,19,17,10,10,true,true,true,false,true,false,false,29-05-2023,20,20,20,20,16
17368,137750,true,true,true,true,true,false,true,25,27,10,10,10,false,true,true,true,16,16,25,25,19,19,8,8,9,9,true,true,true,true,,,,05-12-2024,25,27,10,10,10
17369,134654,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17370,123451,true,true,true,true,true,true,true,40,40,40,40,40,false,true,true,true,410,410,550,550,480,480,420,420,430,430,true,true,true,,true,,,17-12-2023,36,36,34,34,32
17371,126362,true,false,false,false,true,true,true,5,4,2,3,7,false,false,true,false,,,,,,,,,,,false,false,false,,,,,23-11-2024,3,2,2,4,5
17372,127126,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17373,116638,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17374,118966,true,true,true,true,true,false,false,30,30,25,20,20,false,true,true,true,15,15,15,15,15,15,20,20,18,18,true,true,true,true,false,false,false,26-12-2023,34,22,30,25,20
17375,124031,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17376,306704015,false,false,false,false,false,false,false,,,,,,false,false,false,false,,,,,,,,,,,false,false,false,false,false,false,false,,,,,,
17377,127678,false,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,
